record,uuid,start_date,date,status,hCountry,dTrack,LOIM,xpanelPartner,QualityScore_TOTAL,QC_FLAGSr1,S0,S1,S2r1,S2r2,S2r3,S2r4,S2r5,S2r6,S2r7,S2r8,S2r99,S3,S4r1,S4r2,S4r3,S4r4,S4r99,S5r1,S5r2,S5r3,S5r4,S5r99,S5r98,S6,S6r97oe,S7r1,S7r2,S7r3,S7r4,S7r5,S7r6,S7r7,S7r8,S7r9,S7r10,S7r97,S7r98,S7r97oe,S8,S9r1,S9r2,S9r3,S9r4,S9r5,S9r6,S9r7,S9r8,S9r9,S9r10,S9r99,hS9CountSwitchers,TimeSection_Screener,Q1,Q2,Q3r1,Q3r2,Q3r3,Q3r4,Q3r5,Q3r6,Q3r7,Flag_Q3_SL,Q4,Q5r1,Q6r1,Q6r2,Q6r3,Q6r4,Q6r5,Q6r6,Q6r7,Flag_Q6,Flag_Q6_SL,Q7r1,Q7r2,Q7r3,Q7r4,Q7r5,Flag_Q7_SL,Q8,Q9,hACUVUE,hBAUSCH,TimeSection_Section_A
3990,7geyy8k3ryy55bhy,8/29/2025 10:39,8/29/2025 10:52,3,2,0,12.10,2,53.230410112700000,0,1,2,0,0,0,0,0,0,0,0,1,45,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,1,,0,0,0,0,0,0,0,0,0,0,5.14,12,2,2,1,3,1,2,2,2,0,1,They are easy to put in and remove.,2,2,2,1,5,2,1,0,0,2,1,1,1,1,0,2,1,1,0,6.90
4001,1z1yw8m2rqsut5jm,8/29/2025 10:45,8/29/2025 10:56,3,2,0,9.70,2,90.960684589400000,1,1,1,0,0,0,0,0,0,0,0,1,42,0,0,0,1,0,1,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,4,0,0,0,0,0,1,0,0,0,,0,0,7.68,17,2,1,1,2,1,2,1,1,0,1,"No issues with tearing or durability during handling, makes daily lens routine simple and stress free.",1,2,2,1,5,1,1,0,0,1,1,1,1,1,1,1,2,0,1,1.99
4004,s0c0czdurdd8xydu,8/29/2025 10:46,8/29/2025 11:04,3,2,0,16.68,2,70.894034330800000,1,1,2,0,0,0,0,0,0,0,0,1,46,0,0,0,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,1,0,0,1,0,0,0,,0,0,13.37,18,1,1,2,2,1,1,1,2,0,1,"Provides a smooth, irritation free experience compared to other brand, good UV protection for outdoor use.",1,1,2,1,5,1,2,0,0,1,1,1,1,1,1,1,2,0,1,3.27
4015,cyw8pbnsf2wj7tx6,8/29/2025 10:53,8/29/2025 11:08,3,2,0,12.90,2,84.210696166200000,1,1,2,0,0,0,0,0,0,0,0,1,42,0,0,0,1,0,1,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,4,0,0,0,0,0,1,0,0,0,,0,0,6.32,17,1,2,2,2,1,1,2,1,0,1,vision is consistently clear and sharp,2,2,1,2,5,2,1,0,0,1,1,1,1,1,1,2,1,0,1,6.53
4016,zztuuzwrtnpxqf0w,8/29/2025 10:54,8/29/2025 11:02,3,2,0,6.95,2,88.643193641900000,1,1,2,0,0,0,0,0,0,0,0,1,43,0,0,0,1,0,1,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,4,0,0,0,0,0,1,0,0,0,,0,0,4.15,18,2,1,1,2,1,2,1,2,0,1,they stay comfortable all day without dryness,2,2,1,1,5,1,2,0,0,1,1,1,1,1,1,2,2,0,1,2.74
4017,whfer888ybw7qmgk,8/29/2025 10:54,8/29/2025 11:08,3,2,0,11.90,2,84.776798893000000,1,1,1,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,4,0,0,0,0,0,1,0,0,0,,0,0,5.08,19,2,2,1,2,1,1,2,1,0,1,they don't cause irritation even with long wear,1,1,2,1,5,2,2,0,0,1,1,1,1,1,1,1,2,0,1,6.78
4018,ktztgcyjez420bgh,8/29/2025 10:54,8/29/2025 11:08,3,2,0,12.15,2,86.624012056400000,1,1,2,0,0,0,0,0,0,0,0,1,42,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,4,0,0,0,0,0,1,0,0,0,,0,0,5.02,16,1,2,1,1,2,1,2,1,0,2,great for sensitive eyes compared to other brands,2,1,2,1,5,2,1,0,0,1,1,1,1,1,1,1,1,0,1,7.03
4024,hpystw8vyjxpf76s,8/29/2025 10:59,8/29/2025 11:07,3,2,0,6.63,2,68.067930461800000,0,1,1,0,0,0,0,0,0,0,0,1,37,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,1,,0,0,0,0,0,0,0,0,0,0,1.14,10,1,2,2,3,1,3,2,2,0,2,"Overall quality of the lens is good and eyes feel natural , not heavy.",3,1,2,2,5,2,2,0,0,2,1,2,1,1,0,3,1,1,0,5.39
4030,qme9jrws4jz5eyh1,8/29/2025 11:05,8/29/2025 11:13,3,2,0,6.67,2,89.155764187500000,1,1,2,0,0,0,0,0,0,0,0,1,41,0,0,0,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,1,0,0,1,0,0,0,,0,0,4.31,19,2,2,1,1,2,1,2,2,0,1,"Light and breathable, almost like not wearing lenses",1,2,2,1,5,2,2,0,0,1,1,1,1,1,1,1,2,0,1,2.31
4032,k0k5p8r3x9z35zfj,8/29/2025 11:07,8/29/2025 11:15,3,2,0,7.18,2,57.309240577600000,0,1,2,0,0,0,0,0,0,0,0,1,30,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,1,,0,0,0,0,0,0,0,0,0,0,1.70,8,2,3,2,3,2,2,1,1,0,2,The lens edges are smooth and comfortable and easy to carry.,2,1,1,3,5,2,2,0,0,1,1,2,1,1,0,1,2,1,0,5.42
4034,23byu4nd62e6wkft,8/29/2025 11:08,8/29/2025 11:33,3,2,0,23.25,2,59.636249950700000,1,1,2,0,0,0,0,0,0,0,0,1,41,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,1,,0,0,0,0,0,0,0,0,0,0,13.10,9,1,1,1,1,1,1,2,2,0,1,eye fatiguevery comfortable for all day wear and feeling freshed and comfort throughout the day without causing,1,1,1,2,5,2,1,0,0,1,1,1,1,1,1,1,1,1,0,9.95
4046,xjjdytxga5h4s87n,8/29/2025 11:21,8/29/2025 11:36,3,2,0,12.87,2,87.458942907900000,1,1,2,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,7.27,10,1,2,1,1,2,2,1,1,0,1,The daily disposable design is very convinient and ensure great hygiene and it always keep my eyes moist and fresh,2,2,1,1,5,1,1,0,0,1,1,1,1,1,1,1,1,1,0,5.56
4047,hprvwc6k8e45c1n1,8/29/2025 11:22,8/29/2025 11:28,3,2,0,5.75,2,56.739770623400000,1,1,2,0,0,0,0,0,0,0,0,1,46,1,1,1,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,3.54,7,2,2,2,1,2,2,1,2,0,2,that  were of   good quality and does not  irritate in summer,2,1,2,1,5,2,1,0,0,1,1,1,1,1,1,2,1,1,0,2.17
4048,nzkuebjcjsvgr3kz,8/29/2025 11:22,8/29/2025 11:28,3,2,0,5.18,2,91.395635725300000,1,1,2,0,0,0,0,0,0,0,0,1,47,1,1,1,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,2.96,8,2,2,2,1,2,2,2,1,0,2,i  would say lens are of good quality  and very easy to wear and also  have good  vision,2,1,2,1,5,1,1,0,0,1,1,1,1,1,1,2,2,1,0,2.17
4049,141t4z32nj7b35j9,8/29/2025 11:24,8/29/2025 11:38,3,2,0,12.78,2,73.192838263900000,1,1,2,0,0,0,0,0,0,0,0,1,43,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,0,,0,0,0,1,0,0,0,0,0,0,9.86,9,2,2,1,2,1,1,2,1,0,1,"I experience no dryness or irritation, making them perfect for long wear and they are disposable design",1,1,2,1,5,1,2,0,0,1,1,1,1,1,1,1,1,1,0,2.89
4050,ap9ux6nrcy5170zf,8/29/2025 11:24,8/29/2025 11:38,3,2,0,12.75,2,85.201146508200000,1,1,2,0,0,0,0,0,0,0,0,1,42,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,0,,0,0,0,1,0,0,0,0,0,0,9.93,8,1,1,2,1,2,1,1,2,0,2,vision remains consistently sharp and clear in different lighting conditions,1,1,1,2,5,2,1,0,0,1,1,1,1,1,1,2,2,1,0,2.80
4055,rk85xkaffq64jz1v,8/29/2025 11:31,8/29/2025 11:35,3,2,0,3.78,2,81.114702424500000,1,1,1,0,0,0,0,0,0,0,0,1,38,0,0,0,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,1,0,1,0,0,0,0,,0,0,1.81,17,2,1,2,2,1,1,2,1,0,1,"Makes daily lens routine simple and stress free, does not require frequent eye drop.",2,2,2,1,5,1,1,0,0,1,1,1,1,1,1,2,2,0,1,1.94
4063,wum802acjqbf67dh,8/29/2025 11:40,8/29/2025 11:48,3,2,0,6.23,2,85.660642248100000,1,1,2,0,0,0,0,0,0,0,0,1,43,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,0,,0,0,0,1,0,0,0,0,0,0,2.09,10,1,1,2,1,2,1,2,1,0,1,"These lenses feels extremely light, almost like wearing not anything at all and they are easy to insert and remove",2,2,2,1,5,1,1,0,0,1,1,1,1,1,1,1,1,1,0,4.10
4150,dm7h12rtkw9p8j8n,8/29/2025 13:18,8/29/2025 13:29,3,2,0,9.85,2,27.932262043400000,0,1,2,0,0,0,0,0,0,0,0,1,31,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,3.39,11,1,3,1,3,2,2,3,2,0,1,Provides crisp vision with minimal blurriness.,1,1,2,2,5,1,2,0,0,2,1,2,2,2,0,1,1,0,1,6.42
4151,hzdz3qmhu8t2zfvz,8/29/2025 13:19,8/29/2025 13:29,3,2,0,9.62,2,37.466874307200000,0,1,2,0,0,0,0,0,0,0,0,1,31,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,2.92,8,2,2,2,3,1,1,1,1,0,1,Allows more oxygen to reach the eyes keeping them healthy.,3,2,2,1,5,1,1,0,0,1,2,1,1,1,0,2,2,0,1,6.65
4153,gg896tmd8p545fs9,8/29/2025 13:19,8/29/2025 13:29,3,2,0,9.55,2,44.870912493300000,1,1,2,0,0,0,0,0,0,0,0,1,31,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,2.85,10,2,1,3,1,2,1,1,1,0,1,They use s unique material that keeps eyes hydrated.,2,1,1,1,5,2,1,0,0,1,1,1,1,1,1,1,1,0,1,6.67
4163,q1272gfd3nr100kf,8/29/2025 13:34,8/29/2025 13:43,3,2,0,7.72,2,41.283376907600000,0,1,2,0,0,0,0,0,0,0,0,1,31,0,1,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,4,0,0,0,0,0,0,1,1,0,,0,0,2.06,11,2,2,3,1,1,2,1,3,0,1,I feel like i have perfect vision without anything on my eyes,2,2,1,2,5,1,1,0,0,2,1,1,1,1,0,1,2,0,1,5.62
4164,et3xzw3evyu0j6be,8/29/2025 13:34,8/29/2025 13:43,3,2,0,7.72,2,39.439914106000000,0,1,2,0,0,0,0,0,0,0,0,1,32,0,1,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,4,0,0,0,1,1,0,0,0,0,,0,0,1.98,10,1,2,2,1,1,1,4,2,0,1,They provide excellent value for my health and comfort investment,2,1,1,2,5,2,3,0,0,2,1,2,1,1,0,2,1,0,1,5.71
4165,v6hjh0fqcsyuvq8f,8/29/2025 13:34,8/29/2025 13:43,3,2,0,7.53,2,61.867019694500000,0,1,1,0,0,0,0,0,0,0,0,1,30,0,1,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,1,0,0,1,0,0,0,,0,0,1.94,8,2,2,1,1,1,3,2,2,0,2,They are the perfect solution for my sensitive dryness prone eyes,1,2,1,1,5,1,3,0,0,2,1,1,1,1,0,1,3,0,1,5.56
4168,0w6ke1096auk7gsx,8/29/2025 13:38,8/29/2025 13:45,3,2,0,6.55,2,58.686444114400000,0,1,2,0,0,0,0,0,0,0,0,1,32,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,2.26,9,1,1,2,1,1,2,1,2,0,1,Blocks harmful UVA/UVB rays.,1,1,2,2,5,2,2,0,0,1,1,1,2,1,0,3,1,0,1,4.26
4169,ycd9va812w71x2wu,8/29/2025 13:38,8/29/2025 13:46,3,2,0,6.53,2,54.249909684100000,0,1,1,0,0,0,0,0,0,0,0,1,31,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,2.11,11,1,1,2,1,3,2,2,2,0,3,Designed to minimize irritation.,2,2,1,1,5,2,2,0,0,1,2,2,1,1,0,1,2,0,1,4.41
4170,fba82yvpbuqk7nwp,8/29/2025 13:38,8/29/2025 13:46,3,2,0,6.97,2,49.218119663500000,1,1,1,0,0,0,0,0,0,0,0,1,34,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,2.00,9,3,1,2,2,3,1,1,1,0,2,No cleaning or strong just fresh lenses everyday.,2,1,2,1,5,1,2,0,0,1,1,1,1,1,1,1,1,0,1,4.91
4171,g3dswjsf79kj3kq9,8/29/2025 13:38,8/29/2025 13:46,3,2,0,6.55,2,59.374526176600000,1,1,1,0,0,0,0,0,0,0,0,1,33,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,1.87,9,2,1,2,1,2,1,2,3,0,2,Thin yet strong easy to put in and remove.,2,1,2,1,5,2,2,0,0,1,1,1,1,1,1,2,2,0,1,4.65
4172,ypstud6sbj96be7s,8/29/2025 13:38,8/29/2025 13:46,3,2,0,6.70,2,46.732594678800000,0,1,2,0,0,0,0,0,0,0,0,1,35,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,1.79,11,2,2,2,1,2,2,1,2,0,2,Almost like not wearing lenses at all,3,3,2,2,5,2,2,0,0,1,1,1,2,2,0,1,1,0,1,4.88
4177,6j1t6bud2eqpnv61,8/29/2025 13:52,8/29/2025 14:02,3,2,0,9.25,2,59.238750955300000,0,1,2,0,0,0,0,0,0,0,0,1,38,0,1,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,4,0,0,1,0,0,1,0,0,0,,0,0,3.70,8,1,1,3,1,2,1,1,1,0,1,They have eliminated my need for emergency comfort drops entirely,1,1,1,1,5,2,2,0,0,2,1,1,1,1,0,2,1,0,1,5.52
4178,rgpu61b0dhq6q5xy,8/29/2025 13:52,8/29/2025 14:02,3,2,0,9.08,2,53.930806659200000,0,1,1,0,0,0,0,0,0,0,0,1,39,0,1,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,1,0,1,0,0,0,0,0,0,,0,0,3.92,11,1,3,2,1,3,1,2,1,0,1,THey offer superior comfort that feels customized to my eyes,1,1,2,2,5,3,1,0,0,2,1,1,1,1,0,1,3,0,1,5.12
4261,zmcetnabs6r06p9c,8/29/2025 23:52,8/29/2025 23:56,3,2,0,4.15,1,69.205354229800000,1,1,2,0,0,0,0,0,0,0,0,1,39,1,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,1,0,1,1.67,18,2,2,2,2,2,2,2,3,0,1,Keep my eyes mosit are comfortable to wear and provide good vision,2,1,1,2,5,1,2,0,0,1,1,1,1,1,1,2,1,1,0,2.47
4589,6bk9kjnpjcg6m4aj,8/31/2025 0:10,8/31/2025 0:16,3,2,0,5.18,1,63.868555775100000,0,1,1,0,0,0,0,0,0,0,0,1,33,1,1,1,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,5,1,,0,0,0,0,0,0,0,0,0,0,1.07,9,2,1,2,2,2,3,2,2,0,2,I can see very clearly. I didn't have any negative reaction from the lens,1,1,1,2,5,2,2,0,0,2,2,2,1,1,0,1,2,1,0,4.10
4712,trmf8z811fyrzhs1,8/31/2025 11:27,8/31/2025 11:32,3,2,0,4.47,5,39.782389265800000,1,1,1,0,0,0,0,0,0,0,0,1,37,1,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,5,1,,0,0,0,0,0,0,0,0,0,0,2.20,12,2,2,2,2,2,2,2,2,1,2,"Overall, I am grateful for the comfort ad vision they provide me. I did not give them a higher rating because they are times that I am bothered by them or my vision feels off.",2,1,2,2,5,2,5,0,0,2,2,1,1,1,0,2,2,1,0,2.24
4966,xdkahx1tjehcfqc2,9/1/2025 22:16,9/1/2025 22:30,3,2,0,13.53,1,70.509389385800000,0,1,1,0,0,0,0,0,0,0,0,1,31,1,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,5,0,,1,0,0,0,0,0,0,0,0,0,2.16,15,2,2,2,1,2,2,2,1,0,2,They have moisture and allow enough oxygen flow to my eye for a comfortable and a hydrating fit.,1,2,2,2,5,1,2,0,0,1,1,1,2,1,0,1,2,1,0,11.36
5342,z8eqvh8r4jm1psru,9/3/2025 14:42,9/3/2025 14:50,3,2,0,6.53,2,71.199982362600000,0,1,1,0,0,0,0,0,0,0,0,1,34,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,1,,0,0,0,0,0,0,0,0,0,0,1.91,10,1,1,1,2,1,2,1,1,0,1,These lenses are very affordable and good quality.,1,2,1,2,5,1,3,0,0,1,2,1,2,1,0,1,1,1,0,4.57
5345,snkhuttvz033m1t3,9/3/2025 14:48,9/3/2025 14:58,3,2,0,8.78,2,30.989595928700000,0,1,2,0,0,0,0,0,0,0,0,1,39,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,1,,0,0,0,0,0,0,0,0,0,0,2.83,12,1,2,1,1,3,1,2,1,0,3,Material feels gentle and its build quality is quite good.,1,1,2,1,5,2,2,0,0,2,1,1,1,2,0,1,2,1,0,5.90
5347,v1c44csp0a52u9h9,9/3/2025 14:55,9/3/2025 15:04,3,2,0,7.77,2,65.487160619700000,0,1,1,0,0,0,0,0,0,0,0,1,41,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,1,,0,0,0,0,0,0,0,0,0,0,1.21,8,1,1,3,1,2,1,2,1,0,1,Reduce glare issues and provide clear visions.,1,2,1,2,5,2,1,0,0,1,2,1,2,1,0,1,1,1,0,6.51
5351,th0xz0qr9a1eprm9,9/3/2025 15:20,9/3/2025 15:29,3,2,0,6.40,2,44.025218997700000,0,1,2,0,0,0,0,0,0,0,0,1,35,0,0,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,1,,0,0,0,0,0,0,0,0,0,0,1.81,7,1,2,2,1,3,1,2,1,0,2,"They are safe ,reliable and backed by high quality standards.",2,3,1,3,5,2,2,0,0,2,1,1,1,1,0,1,1,1,0,4.52
5353,f4t2rekzjujtywrd,9/3/2025 16:18,9/3/2025 16:22,3,2,0,3.83,1,70.766433701300000,0,1,2,0,0,0,0,0,0,0,0,1,35,1,1,0,1,0,0,1,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,1.95,12,2,1,2,1,2,1,1,1,0,1,They work very well and I rarely suffer discomfort even when wearing them for a long period of time.,1,1,1,1,5,2,4,0,0,2,1,1,1,1,0,1,1,1,0,1.86
5578,crre5r0c0m3skckf,9/4/2025 11:00,9/4/2025 11:06,3,2,0,6.53,5,75.423203197700000,1,1,2,0,0,0,0,0,0,0,0,1,35,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,0,,0,0,0,0,0,0,0,0,1,0,3.02,14,2,2,2,2,3,2,1,2,0,2,"Honestly, it has got more to do with how comfortable they are for several hours wearing them, even when i am running around the park with my kids or just staring at my phone for long. They do not dry out and they make my vision clear.",2,2,2,2,5,2,1,0,0,1,1,1,1,1,1,2,2,1,0,3.51
5602,1jxhrqkxrk4yqauu,9/4/2025 11:25,9/4/2025 11:30,3,2,0,5.50,3,77.806445500600000,0,1,1,0,0,0,0,0,0,0,0,1,54,1,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,4,0,,0,0,0,0,0,0,0,0,1,0,1.69,15,2,2,2,2,3,3,2,2,0,2,They're very comfortable to wear all day and don't try out my eyes,3,1,2,2,5,2,2,0,0,1,2,1,1,1,0,4,2,1,0,3.80
5650,w0wvu4yttcmudwnj,9/4/2025 14:17,9/4/2025 14:22,3,2,0,5.03,3,64.553252068800000,0,1,1,0,0,0,0,0,0,0,0,1,38,1,1,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,1,,0,0,0,0,0,0,0,0,0,0,1.81,9,1,1,2,2,2,2,1,1,0,1,"They are so comfortable, and I can wear them for 10 hours without drying out",1,1,1,1,5,3,2,0,0,2,1,1,1,1,0,1,1,1,0,3.21
5884,x323vatsh9y9zxuq,9/4/2025 17:31,9/4/2025 17:39,3,2,0,7.22,7,72.018171421400000,0,1,2,0,0,0,0,0,0,0,0,1,48,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,3,0,0,0,0,0,0,0,0,0,,1,0,2.04,16,2,2,2,2,1,3,2,3,0,2,No itchiness or dryness to speak of. They are very good.,2,1,2,1,5,2,2,0,0,1,2,1,2,1,0,2,1,0,1,5.17
5992,m5dydv50t9gxuecy,9/4/2025 19:21,9/4/2025 19:32,3,2,0,10.48,2,59.432172041000000,0,1,2,0,0,0,0,0,0,0,0,1,53,0,0,0,1,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,,3,0,,0,0,0,0,1,0,0,1,0,1,6.84,14,2,1,2,1,1,2,2,1,0,1,Because they're the most comfortable that I've ever tried compared to others my eyes do not become itchy gritty after a long day they remain comfortable and they also provide great vision while wearing.,1,1,1,1,5,3,1,0,0,1,2,1,1,1,0,1,1,1,0,3.62
6001,dparc0pe1b2hed21,9/4/2025 19:51,9/4/2025 19:58,3,2,0,6.45,2,42.329755362600000,0,1,2,0,0,0,0,0,0,0,0,1,35,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,1.42,9,2,1,1,2,2,2,1,2,0,2,They feel comfortable all day long without irritation.,2,1,2,2,5,1,1,0,0,2,2,1,1,1,0,1,2,0,1,4.95
6002,t5frupppcvvcn27d,9/4/2025 19:51,9/4/2025 19:58,3,2,0,6.60,2,53.737641779700000,0,1,1,0,0,0,0,0,0,0,0,1,35,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,1.42,11,1,3,1,2,1,2,2,1,0,1,The lenses keep my eyes hydrated and moist even in dry environments.,1,1,1,2,5,1,1,0,0,1,2,1,1,2,0,1,2,0,1,5.08
6009,8rz1b3daafnfmat0,9/4/2025 20:04,9/4/2025 20:12,3,2,0,6.32,2,41.622693628400000,0,1,2,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,1.69,8,3,1,1,2,1,1,1,1,0,2,The lenses are easy to insert and remove.,1,1,2,1,5,2,2,0,0,2,1,1,2,1,0,1,1,0,1,4.60
6012,y3gkcuer4xyuj8yh,9/4/2025 20:17,9/4/2025 20:25,3,2,0,6.77,2,42.604246030200000,0,1,2,0,0,0,0,0,0,0,0,1,32,0,1,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,1,1,0,0,0,,0,0,2.08,10,2,3,2,1,1,2,1,1,0,1,No more dryness or irritation in my eye all day perfect for my long work hours,1,1,1,1,5,2,2,0,0,2,2,1,1,1,0,1,3,0,1,4.64
6013,ug71zt0ybzv2m10n,9/4/2025 20:17,9/4/2025 20:26,3,2,0,8.27,2,22.805700755000000,0,1,2,0,0,0,0,0,0,0,0,1,35,0,1,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,0,0,1,1,,0,0,1.88,9,2,1,1,1,2,3,1,2,0,2,Insertion is incredibly easy every morning they do not stick or fold on my finger,1,1,2,3,5,2,1,0,0,1,2,1,1,1,0,2,1,0,1,6.35
6014,jnfjdthp7ad0ysub,9/4/2025 20:17,9/4/2025 20:28,3,2,0,9.98,2,48.005359355800000,0,1,1,0,0,0,0,0,0,0,0,1,26,0,1,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,4,0,0,0,0,0,1,1,0,0,,0,0,1.82,11,1,1,2,1,1,1,2,3,0,1,They are ideal for my active lifestyle from gym workouts to weekend hikes,2,2,1,1,5,2,3,0,0,2,2,1,1,1,0,2,1,0,1,8.11
6015,wp9jrwwgt91qr76d,9/4/2025 20:18,9/4/2025 20:30,3,2,0,6.80,2,24.744613771200000,0,1,1,0,0,0,0,0,0,0,0,1,32,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,2.34,10,2,3,2,1,2,1,2,3,0,2,I like the convenience of travel with daily disposables.,1,1,1,3,5,1,2,0,0,1,2,1,1,1,0,2,1,0,1,4.42
6016,wevs56kzm6tp6502,9/4/2025 20:18,9/4/2025 20:26,3,2,0,7.43,2,47.278776225600000,0,1,2,0,0,0,0,0,0,0,0,1,31,0,0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,,5,0,0,0,0,0,1,0,0,0,,0,0,2.34,8,2,2,3,1,2,2,1,1,0,1,My eyes feel lees dry in air conditioned rooms.,2,1,2,1,5,2,1,0,0,2,1,2,2,1,0,2,2,0,1,5.06
